"","SampleID","D_mean","D_meanNorm","State","Pseudotime"
"1","01_120405",11.0800583457025,0.626411497673115,"9",53.3029143940128
"2","02_120405",2.04944485616732,0.257657706966214,"2",15.2577057358126
"3","03_120405",1.51084590297597,0.143772273561593,"5",32.5770967803305
"4","04_120405",1.02180248549967,0.110978065867076,"1",1.10265673466764
"5","05_120405",0.771447450206984,0.0664235072690751,"5",33.3097181525783
"6","101_120418",0.649335928161852,0.0614676786122289,"2",17.5164525038129
"7","103_120418",0.436823273691852,0.031418339043247,"5",33.211542957323
"8","109_120418",1.89098498382987,0.235453543972167,"2",17.774053020898
"9","11_120410",8.17376457147822,0.449147745461372,"9",50.6326572178076
"10","113_120418",0.803246587564393,0.0830343839079238,"2",17.7206285110101
"11","115_120418",0.136486598775871,0,"5",32.9752886668718
"12","119_120418",4.81133492524197,0.797475573979808,"3",11.6442232292535
"13","122_120418",0.21067221864104,0,"2",17.139787486225
"14","125_120419",1.5644327600019,0.189695468460762,"2",18.3886179940147
"15","126_120419",0.456227135732646,0.0334481847706015,"5",32.5046945841245
"16","129_120419",3.21321220269445,0.420730410914937,"2",13.9555563835398
"17","131_120419",0.474950573052156,0.636324550282789,"6",24.9598196546668
"18","132_120419",1.35307993482706,0.160079689335051,"2",18.1559147280183
"19","134_120419",5.60084345445317,0.292217411923282,"9",36.8528287086544
"20","136_120419",0.59009066210117,0,"3",16.5206117463255
"21","138_120419",1.93027268057871,0.240958725879763,"2",18.8170450254503
"22","14_120410",3.32401145901007,0.153346460112596,"9",39.2921823401111
"23","145_120419",1.55319464525978,0.148202392339129,"5",34.259861025151
"24","146_120419",1.27761117752797,0.142689785683704,"1",0.885631997932401
"25","149_120419",3.35125955009908,0.521638788600438,"3",12.894363417327
"26","150_120419",1.31422793707955,0.147229038866563,"1",0.839168193814859
"27","15_120410",9.55927920004207,0.985722082604798,"5",42.4004892662044
"28","152_120419",0.519162587017437,0.103390369608204,"8",29.5821029932874
"29","154_120423",4.91377683903797,0.816828854413589,"3",11.5432191357452
"30","159_120423",0.405359173661648,0.074737708017097,"8",29.0010447220155
"31","160_120423",0.658393397085507,0.13844497092727,"8",30.0331499741201
"32","164_120423",0.441420176657753,0.0390300760681763,"1",2.42557250990597
"33","166_120423",1.16295700558784,0.108225652818732,"3",17.3518708355963
"34","173_120424",6.19156378842763,0.328247253034591,"9",36.2905162800097
"35","179_120424",2.09308050692103,0.263772145198396,"2",18.5976007703253
"36","180_120424",2.59049466523272,0.333472220578861,"2",19.5173133453038
"37","181_120424",4.42404708969326,0.532742575823144,"1",6.53919661371687
"38","186_120424",4.40059695119878,0.446070280320314,"5",37.2315624956086
"39","191_120424",1.62921896143371,0.198773624053957,"2",18.5084095460147
"40","193_120424",0.873943580442101,0.0929407881596113,"2",16.3472844784502
"41","197_120424",0.272225663876609,0.0180556168295793,"1",2.06473555646272
"42","201_120424",10.9251231954039,0.616961528666198,"9",31.42006317659
"43","20_120411",0.436240118070506,0.0383879221004982,"1",2.49316074751489
"44","202_120424",0.376553726024909,0.0674852652407501,"8",29.043826507664
"45","203_120424",2.27728356658571,0.0895033223673912,"9",40.2039376560426
"46","204_120424",5.48588933328917,0.285206008248107,"9",36.8995894237959
"47","206_120424",1.70383030524513,0.195526698501186,"1",1.19344693288837
"48","212_120424",1.12150984869528,0.123338443226591,"1",1.23984891450458
"49","213_120425",1.51720096131107,0.172390903476117,"1",0.929595702806509
"50","214_120425",0.380460774789455,0.0255222356108722,"5",33.2032628836494
"51","220_120425",3.70302470211092,0.489365305119596,"2",13.547363457197
"52","221_120425",1.23696045297819,0.122206350926971,"3",17.3624240947029
"53","222_120425",11.2812407707636,0.638682229510923,"9",53.4908325846902
"54","224_120425",1.38394997712202,0.881392448886324,"7",22.058173252593
"55","227_120425",1.939028201766,0.188564594178,"5",33.96233393653
"56","228_120425",4.68707765165046,0.23648403896417,"9",46.8639758029065
"57","229_120425",4.32564716319913,0.576610172894804,"2",20.5666175766706
"58","23_120411",0.886516057843627,0.0942070748002587,"1",3.00830205918941
"59","232_120425",0.465773787901328,0.042049109120399,"1",1.93969481609514
"60","234_120425",1.18927686261641,0.131739285829854,"1",0.963108062761399
"61","236_120425",2.52541984823548,0.249907257594181,"5",30.4167658860892
"62","24_120411",0.64488130220925,0.0103510231687947,"3",16.8176602764537
"63","242_120426",2.20939433194373,0.280070600391929,"2",15.187438777363
"64","244_120426",0.771062344133859,0.166812004185842,"8",30.0665854643595
"65","246_120426",12.989854200716,0.742895791938407,"9",55.4427896414853
"66","251_120426",6.68707986995436,0.358470295409628,"9",49.1104789789024
"67","25_120411",1.28862207014448,0.15104754187369,"2",17.9645379581093
"68","253_120426",0,NA,"4",23.1767944120038
"69","254_120426",0.838078452779384,0.183684871400904,"8",29.635276358568
"70","255_120426",3.30823091413596,0.51350983798228,"3",19.4803348897976
"71","256_120426",13.1295123017205,0.751413966952367,"9",55.5275735966957
"72","257_120426",5.41747894491242,0.552446710219878,"5",38.0667983488673
"73","259_120426",6.99937862696912,0.377518352412838,"9",49.4549024968602
"74","260_120426",0.858313915079778,0.0907109525908665,"1",2.65389678639088
