"","SampleID","State","Pseudotime"
"186","11287_TCX","11",86.7331281216842
"187","11293_TCX","10",93.3600317622085
"188","11300_TCX","5",27.2472124024871
"189","11307_TCX","2",29.0896971102937
"190","11314_TCX","7",40.8455712572481
"191","11322_TCX","1",0.393284605131224
"192","11323_TCX","1",1.54959616302751
"193","11340_TCX","7",40.5211632957847
"194","11344_TCX","1",9.07857688265131
"195","11345_TCX","4",41.9079377798056
"196","11346_TCX","1",13.4049470787446
"197","11353_TCX","7",35.9749740532368
"198","11355_TCX","3",33.4529489036724
"199","11357_TCX","7",58.3174680125928
"200","11358_TCX","4",37.8170701175391
"201","1137_TCX","1",3.21590541983386
"202","11370_TCX","8",68.1667401086032
"203","11372_TCX","3",32.3273018918107
"204","11381_TCX","1",0.428231888549171
"205","11385_TCX","1",12.6980044613273
"206","11398_TCX","10",88.5637110033246
"207","11402_TCX","3",33.671171824484
"208","11403_TCX","1",14.839718128781
"209","11404_TCX","5",27.11579019744
"210","11412_TCX","1",9.13364161135255
"211","11425_TCX","1",13.3174070399087
"212","11428_TCX","1",6.09322736032487
"213","11433_TCX","8",67.2166698943019
"214","11440_TCX","2",22.9084720626525
"215","11443_TCX","10",78.2627965476229
"216","11447_TCX","5",31.1849728447004
"217","11448_TCX","1",10.1092134758708
"218","11449_TCX","7",40.5080481745546
"219","11456_TCX","2",25.7264039266009
"220","11457_TCX","3",33.0123063023614
"221","11460_TCX","7",54.0043534475364
"222","11465_TCX","9",70.8343798441556
"223","11486_TCX","5",27.365130650638
"224","11489_TCX","7",58.1080090348259
"225","11491_TCX","4",36.5032341530458
"226","11494_TCX","5",27.2470767474184
"227","11495_TCX","3",32.4829351744141
"228","11497_TCX","10",78.0200784590557
"229","11499_TCX","3",32.9144409588009
"230","11500_TCX","3",33.0778198265038
"231","11502_TCX","10",80.892196056444
"232","11505_TCX","7",52.2267341987128
"233","11506_TCX","7",40.0437773282104
"234","1200_TCX","10",87.8899572123714
"235","1203_TCX","7",40.9767591155285
"236","1214_TCX","6",35.2895325864285
"237","1271_TCX","10",79.1984918145171
"238","134_TCX","10",90.3852927460619
"239","135_TCX","7",57.9677042092287
"240","1932_TCX","4",46.0831795642395
"241","1937_TCX","3",33.6147380776667
"242","1945_TCX","1",1.69906600227719
"243","6819_TCX","4",37.2299193307995
"244","6821_TCX","3",32.2962018287549
"245","6870_TCX","1",12.0092998098759
"246","6872_TCX","1",13.989413045898
"247","6914_TCX","7",60.0006857500004
"248","6929_TCX","3",33.3667333361474
"249","6976_TCX","3",33.0372780214056
"250","731_TCX","5",27.2469410923498
"251","742_TCX","7",40.8295947787376
"252","744_TCX","7",41.0877691381922
"253","751_TCX","7",41.1302648723356
"254","775_TCX","1",0
"255","783_TCX","11",82.2598586599493
"256","797_TCX","10",79.9939170210233
"257","834_TCX","10",91.8943050902445
"258","843_TCX","10",93.8807312561876
"259","851_TCX","5",27.2468054372812
"260","871_TCX","1",3.75196573900187
"261","962_TCX","10",89.6067955207643
"262","991_TCX","9",70.6582234598727
